PageId,Published,ProjectName,ProjectCountry,NoticeLanguage,ContactName,SubmissionDate,ProcurementType,MajorSector,BidReference,ProjectId,NoticeType,ContactOrganization,ContractSignatureDate,ProcurementGroup
1501,41113," SN-SecondSust. & Part. En. Mngt (SIL)",Senegal,French,N/A,41113,"Equipment, Transportation","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","ICB Award",P120629,"Contract Award",Published,N/A,41149
1502,41113," SN-SecondSust. & Part. En. Mngt (SIL)",Senegal,French,N/A,41113,"Equipment, Transportation","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","ICB Award",P120629,"Contract Award",Published,N/A,41149
1503,41113," SN-SecondSust. & Part. En. Mngt (SIL)",Senegal,French,N/A,41113,"Equipment, Transportation","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","ICB Award",P120629,"Contract Award",Published,N/A,41149
1504,41169,"Pacific Aviation Investment - Kiribati",Kiribati,English,N/A,41169,"Procurement Technical Assistance","Public Administration, Law, and Justice; Transportation","ICB Award",P128938,"Contract Award",Published,N/A,40969
1505,41169,"Pacific Aviation Investment - Kiribati",Kiribati,English,N/A,41169,"Procurement Technical Assistance","Public Administration, Law, and Justice; Transportation","ICB Award",P128938,"Contract Award",Published,N/A,40969
1506,41221,"Pacific Aviation Investment - Kiribati",Kiribati,English,N/A,41221,"Procurement Technical Assistance","Public Administration, Law, and Justice; Transportation","Small Contracts Award (DIR,CQS,INDV,SSS)",P128938,"Contract Award",Published,N/A,40969
1507,41485," SN-SecondSust. & Part. En. Mngt (SIL)",Senegal,French,N/A,41485,"Equipment, Transportation","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","ICB Award",P120629,"Contract Award",Revised,N/A,41149
1508,41499," SN-SecondSust. & Part. En. Mngt (SIL)",Senegal,French,N/A,41499,"Equipment, Transportation","Public Administration, Law, and Justice; Energy and mining; Energy and mining; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Consultant Award (QCBS, QBS, FCS, LCS)",P120629,"Contract Award",Published,N/A,41149
1509,41547,"Pacific Aviation Investment - Kiribati",Kiribati,English,N/A,41547,"Procurement Technical Assistance","Public Administration, Law, and Justice; Transportation","Small Contracts Award (DIR,CQS,INDV,SSS)",P128938,"Contract Award",Published,N/A,40969
1510,41628,"BR MST Tocantins Integrated Sust. Reg.",Brazil,English,N/A,41628,"Works, Infrastructure","Transportation; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Transportation","ICB Award",P121495,"Contract Award",Published,N/A,41477
1511,41628,"BR MST Tocantins Integrated Sust. Reg.",Brazil,English,N/A,41628,"Works, Infrastructure","Transportation; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Public Administration, Law, and Justice; Transportation","ICB Award",P121495,"Contract Award",Revised,N/A,41477
1512,40890,"CN-Jilin Food Safety",China,English,N/A,40890,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Consultant Award (QCBS, QBS, FCS, LCS)",P101716,"Contract Award",Published,N/A,41122
1513,40890,"CN-Jilin Food Safety",China,English,N/A,40890,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1514,40890,"CN-Jilin Food Safety",China,English,N/A,40890,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1515,41151,"CN-Jilin Food Safety",China,English,N/A,41151,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","ICB Award",P101716,"Contract Award",Published,N/A,41122
1516,41243,"CN-Jilin Food Safety",China,English,N/A,41243,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","ICB Award",P101716,"Contract Award",Revised,N/A,41122
1517,41243,"CN-Jilin Food Safety",China,English,N/A,41243,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","ICB Award",P101716,"Contract Award",Published,N/A,41122
1518,41243,"CN-Jilin Food Safety",China,English,N/A,41243,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","ICB Award",P101716,"Contract Award",Published,N/A,41122
1519,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1520,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1521,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1522,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1523,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1524,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1525,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1526,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1527,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1528,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1529,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1530,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1531,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1532,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1533,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1534,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1535,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1536,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1537,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1538,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1539,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1540,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1541,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1542,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1543,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1544,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1545,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1546,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1547,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1548,41390,"CN-Jilin Food Safety",China,English,N/A,41390,"Equipment Information Technology","Education; Industry and trade; Agriculture, fishing, and forestry; Public Administration, Law, and Justice","Small Contracts Award (DIR,CQS,INDV,SSS)",P101716,"Contract Award",Published,N/A,41122
1549,41611,"ET-Tana &Beles Int.Wat Res Dev Project",Ethiopia,English,N/A,41611,"Design Services","Water, sanitation and flood protection; Transportation; Public Administration, Law, and Justice; Agriculture, fishing, and forestry; Water, sanitation and flood protection","ICB Award",P096323,"Contract Award",Published,N/A,40371
1550,40893,"FERGHANA Valley Water Resources Mgt",Uzbekistan,English,N/A,40893,"Financial Services","Public Administration, Law, and Justice; Agriculture, fishing, and forestry","ICB Award",P110538,"Contract Award",Published,N/A,40301
1551,40970,"FERGHANA Valley Water Resources Mgt",Uzbekistan,English,N/A,40970,"Financial Services","Public Administration, Law, and Justice; Agriculture, fishing, and forestry","Consultant Award (QCBS, QBS, FCS, LCS)",P110538,"Contract Award",Published,N/A,40301
1552,41360,"FERGHANA Valley Water Resources Mgt",Uzbekistan,English,N/A,41360,"Financial Services","Public Administration, Law, and Justice; Agriculture, fishing, and forestry","Consultant Award (QCBS, QBS, FCS, LCS)",P110538,"Contract Award",Published,N/A,40301
